position,token,token_id,probability,log_probability,entropy
0,Norm,35393,0.5935235023498535,-0.5216784477233887,1.8097734451293945
1,ans,504,0.9306649565696716,-0.07185593992471695,0.28708940744400024
2, comes,2058,0.01624107174575329,-4.120212078094482,2.7051610946655273
3, from,422,0.8561726808547974,-0.15528319776058197,0.7282012701034546
4, the,262,0.4386982023715973,-0.823943555355072,2.1919314861297607
5, French,4141,0.19727551937103271,-1.6231539249420166,3.0700321197509766
6, noun,23227,0.010568523779511452,-4.549875259399414,2.0133800506591797
7, Norm,11220,0.667773425579071,-0.4038063585758209,1.330831527709961
8,ant,415,0.4686099886894226,-0.757984459400177,1.8945553302764893
9,.,13,0.1129506453871727,-2.1808042526245117,2.377005100250244
10, ,220,0.05472210422158241,-2.905487537384033,2.5048043727874756
11, Norwegian,22158,0.014067118056118488,-4.263915061950684,2.619739294052124
12,z,89,0.1955430805683136,-1.6319745779037476,3.1047868728637695
13, is,318,0.24240536987781525,-1.4171438217163086,2.0890398025512695
14, simply,2391,0.009138534776866436,-4.695255279541016,2.869894504547119
15, meaning,3616,0.016775941476225853,-4.0878095626831055,2.799663782119751
16, either,2035,0.004806197248399258,-5.337849140167236,2.058309555053711
17, Norm,11220,0.18132685124874115,-1.7074540853500366,2.9040284156799316
18,a,64,0.039630740880966187,-3.2281501293182373,2.15209698677063
19,ð,27214,0.7735536098480225,-0.25676029920578003,0.8350954651832581
20,o,78,0.006114291027188301,-5.097126483917236,2.265430212020874
21,ð,27214,0.7283320426940918,-0.3169982433319092,0.9905105829238892
22,ra,430,0.04387107491493225,-3.126500129699707,2.7494659423828125
23,fer,2232,0.00533220125362277,-5.2339911460876465,1.334532380104065
24,",",11,0.3506834805011749,-1.0478712320327759,2.0774686336517334
25, Norse,38419,0.05806140974164009,-2.8462541103363037,3.2469065189361572
26,-,12,0.09664835035800934,-2.3366761207580566,3.057304859161377
27,type,4906,0.042774301022291183,-3.151817798614502,3.2440013885498047
28," """,366,0.029048383235931396,-3.538792371749878,3.3328802585601807
29,New,3791,0.014021235518157482,-4.267182350158691,2.9540977478027344
30,lander,16235,0.03700296953320503,-3.296757221221924,3.2115957736968994
31,""",",1600,0.5636701583862305,-0.5732860565185547,1.093598484992981
32, North,2258,0.013576177880167961,-4.2994384765625,2.306918144226074
33,-,12,0.05492343381047249,-2.901815176010132,0.6210018396377563
34,style,7635,0.027087625116109848,-3.6086783409118652,2.634756088256836
35," """,366,0.5394991040229797,-0.6171141862869263,2.1574697494506836
36,Old,19620,0.04563664272427559,-3.0870442390441895,2.8680505752563477
37,-,12,0.14995640516281128,-1.8974106311798096,2.065062999725342
38,war,5767,0.009301552549004555,-4.677574157714844,2.658985137939453
39,rior,7701,0.5455466508865356,-0.6059669852256775,1.7703889608383179
40,""",",1600,0.6133450865745544,-0.48882755637168884,1.1455333232879639
41, Norse,38419,0.05782299116253853,-2.8503687381744385,2.486583709716797
42,-,12,0.6122528314590454,-0.49060994386672974,1.6538987159729004
43,type,4906,0.5931499004364014,-0.5223081111907959,1.0423294305801392
44," """,366,0.8158586621284485,-0.20351414382457733,0.9843317270278931
45,North,14157,0.12457574158906937,-2.082841396331787,3.0897059440612793
46,man,805,0.7135693430900574,-0.33747565746307373,1.0547151565551758
47,""",",1600,0.7575152516365051,-0.2777116000652313,0.8565242290496826
48, or,393,0.33453163504600525,-1.0950238704681396,2.622972011566162
49, North,2258,0.17689818143844604,-1.7321809530258179,3.130739688873291
50,-,12,0.19838911294937134,-1.6175249814987183,0.9356810450553894
51,style,7635,0.9324403405189514,-0.06995010375976562,0.27660080790519714
52," """,366,0.7430903911590576,-0.29693758487701416,1.3279695510864258
53,North,14157,0.3627060055732727,-1.0141626596450806,2.4693291187286377
54,man,805,0.8727491497993469,-0.13610710203647614,0.5828518867492676
55,-,12,0.11506978422403336,-2.1622164249420166,2.342616558074951
56,d,67,0.01577730104327202,-4.1491827964782715,3.4119741916656494
57,ied,798,0.04974663630127907,-3.000812530517578,2.940931797027588
58,""".",1911,0.26186344027519226,-1.3399320840835571,2.3229098320007324
59, ,220,0.4244011342525482,-0.8570761680603027,1.1919430494308472
60, Norwegian,22158,0.1599414348602295,-1.8329476118087769,2.9503064155578613
61,z,89,0.3996354043483734,-0.9172026515007019,2.642491579055786
62, is,318,0.3868738114833832,-0.9496567249298096,2.7138240337371826
63, a,257,0.10373958945274353,-2.265871524810791,2.7107486724853516
64, non,1729,0.012782000005245209,-4.35971736907959,3.535797119140625
65,-,12,0.9468566179275513,-0.05460760369896889,0.3144770860671997
66,existent,32786,0.03145206347107887,-3.4592907428741455,3.359764814376831
67, modern,3660,0.007009788416326046,-4.960447788238525,2.9360060691833496
68,/,14,0.007397791370749474,-4.90657377243042,3.2103402614593506
69,ra,430,0.01831715740263462,-3.9999170303344727,2.901076316833496
70,ven,574,0.050377488136291504,-2.988210916519165,2.512564182281494
71,name,3672,0.008852701634168625,-4.727032661437988,3.053344964981079
72, that,326,0.03129086270928383,-3.4644291400909424,3.1044108867645264
73, has,468,0.0705813467502594,-2.650989294052124,3.0854334831237793
74, been,587,0.2405053973197937,-1.4250127077102661,3.029473304748535
75, borrowed,22546,0.3136043846607208,-1.1596230268478394,3.0024843215942383
76, from,422,0.6983620524406433,-0.35901761054992676,1.4961405992507935
77, Old,5706,0.44880208373069763,-0.8011732697486877,2.3757307529449463
78, English,3594,0.13011659681797028,-2.0393242835998535,1.4890750646591187
79, as,355,0.03506799042224884,-3.35046648979187,3.2859745025634766
