position,token,token_id,probability,log_probability,entropy
0,"
",198,0.03846405819058418,-3.258031129837036,2.824510335922241
1,What,2061,0.01291086059063673,-4.349686622619629,3.1214709281921387
2, type,2099,0.07043769210577011,-2.653026819229126,3.1793212890625
3, of,286,0.9869160652160645,-0.013170283287763596,0.07867414504289627
4, cultural,6467,0.022378399968147278,-3.799659013748169,2.373426914215088
5, and,290,0.42154720425605774,-0.8638235330581665,2.2616958618164062
6, military,2422,0.7302239537239075,-0.3144040107727051,1.3677539825439453
7, legacy,10655,0.049847591668367386,-2.9987850189208984,2.986525535583496
8, or,393,0.006481884513050318,-5.03874397277832,1.8792604207992554
9, development,2478,0.04139687120914459,-3.1845500469207764,3.5628252029418945
10, has,468,0.06672799587249756,-2.7071306705474854,2.204878091812134
11, survived,11803,0.009148405864834785,-4.694175720214844,2.1691501140594482
12, from,422,0.09819072484970093,-2.320843458175659,2.9142274856567383
13, the,262,0.5972033739089966,-0.5154975652694702,1.4600965976715088
14, Norman,19636,0.6763157844543457,-0.3910951614379883,1.7012395858764648
15, dynasty,30968,0.08265991508960724,-2.493020534515381,2.8373794555664062
16, through,832,0.03358275815844536,-3.393742561340332,2.31630277633667
17, to,284,0.296928346157074,-1.2142643928527832,1.882555365562439
18, the,262,0.5780128836631775,-0.548159122467041,1.8169941902160645
19, next,1306,0.00861738808453083,-4.753973007202148,2.8556559085845947
20, millennium,39210,0.22592870891094208,-1.4875357151031494,2.9644501209259033
21,",",11,0.057834260165691376,-2.8501739501953125,1.0183509588241577
22, and,290,0.27489036321640015,-1.291382908821106,3.081869125366211
23, beyond,3675,0.010418714955449104,-4.564151763916016,3.0351638793945312
24,?,30,0.7251107096672058,-0.32143092155456543,0.9248157739639282
25,"
",198,0.6226934790611267,-0.4737008810043335,1.8855715990066528
26,"
",198,0.9797425866127014,-0.020465409383177757,0.11066903918981552
27,Source,7416,0.009177258238196373,-4.69102668762207,3.219285488128662
28,:,25,0.7931178212165833,-0.23178349435329437,0.8492856621742249
29,"

",628,0.00685859564691782,-4.982252597808838,2.01711368560791
30,<|endoftext|>,50256,0.3811289370059967,-0.9646175503730774,2.047715902328491
