position,token,token_id,probability,log_probability,entropy
0,The,464,0.2966949939727783,-1.2150505781173706,2.9201066493988037
1, Irish,8685,0.004585495218634605,-5.384857177734375,2.1630899906158447
2, had,550,0.006700950674712658,-5.0055060386657715,3.250214099884033
3, first,717,0.01238000113517046,-4.3916730880737305,2.929401397705078
4, been,587,0.17942199110984802,-1.7180147171020508,3.3686728477478027
5, influenced,12824,0.026398757472634315,-3.6344382762908936,3.331498861312866
6, by,416,0.8740600943565369,-0.13460615277290344,0.7068760395050049
7, Celtic,27986,0.01959431916475296,-3.9325156211853027,2.519770622253418
8, sources,4237,0.03863193094730377,-3.253676176071167,3.4816198348999023
9, when,618,0.009488610550761223,-4.657662868499756,2.773616313934326
10, the,262,0.08864191919565201,-2.4231505393981934,1.7968801259994507
11, Celtic,27986,0.044231902807950974,-3.1183090209960938,2.730741262435913
12,-,12,0.04162285849452019,-3.179105758666992,3.289907693862915
13,Irish,43293,0.33545148372650146,-1.092278003692627,2.610504150390625
14, Gael,39652,0.028561078011989594,-3.5557103157043457,3.327697515487671
15,ish,680,0.006225275807082653,-5.079137325286865,0.5293794870376587
16, tribe,14893,0.013194529339671135,-4.327952861785889,2.980297327041626
17, who,508,0.013149281032383442,-4.331387996673584,3.0997798442840576
18, took,1718,0.007185513153672218,-4.935688495635986,3.1474380493164062
19, it,340,0.01899409294128418,-3.963627338409424,2.6963653564453125
20, to,284,0.18105365335941315,-1.708961844444275,2.24574875831604
21, its,663,0.12171633541584015,-2.106062173843384,2.872267246246338
22, creation,6282,0.00840104091912508,-4.779399871826172,2.9244823455810547
23, as,355,0.03065732680261135,-3.4848835468292236,2.6552445888519287
24, a,257,0.3050166964530945,-1.1873887777328491,2.3011202812194824
25, tribe,14893,0.04931466653943062,-3.009533643722534,3.4739904403686523
26, in,287,0.1900676190853119,-1.6603753566741943,2.7409539222717285
27, Ireland,7517,0.2323760688304901,-1.4593982696533203,2.5431807041168213
28, was,373,0.21243293583393097,-1.5491288900375366,2.915437936782837
29, described,3417,0.015953682363033295,-4.138065814971924,3.350806474685669
30, by,416,0.3053393065929413,-1.1863316297531128,1.5007045269012451
31, English,3594,0.007306292653083801,-4.9190192222595215,3.235358476638794
32, sources,4237,0.06873612105846405,-2.677480459213257,3.2918057441711426
33,;,26,0.004503345116972923,-5.402935028076172,1.6352531909942627
34, and,290,0.06223181262612343,-2.776888847351074,3.2570109367370605
35, these,777,0.012215896509587765,-4.405017375946045,3.2652509212493896
36, Irish,8685,0.190818190574646,-1.656434178352356,2.6714928150177
37, settlers,25371,0.008358090184628963,-4.784525394439697,3.265885353088379
38, were,547,0.23665419220924377,-1.4411553144454956,3.205652952194214
39, based,1912,0.012391481548547745,-4.390746116638184,3.452522039413452
40, there,612,0.01582913286983967,-4.14590311050415,1.884803056716919
41,.,13,0.21540001034736633,-1.5352585315704346,2.789693832397461
42,"
",198,0.2057112604379654,-1.5812817811965942,3.0565969944000244
43,"
",198,0.8679684400558472,-0.14159992337226868,0.7022900581359863
44,Background,21756,0.010656316764652729,-4.541602611541748,3.104458808898926
45,:,25,0.44434165954589844,-0.8111615180969238,1.7991732358932495
46,"
",198,0.9557448625564575,-0.04526428133249283,0.2520875632762909
47,In,818,0.1421871930360794,-1.950610876083374,2.8290328979492188
48, the,262,0.4753303527832031,-0.7437452077865601,2.5148580074310303
49, early,1903,0.16074565052986145,-1.8279320001602173,3.183925151824951
50, 10,838,0.17797237634658813,-1.7261269092559814,3.3478586673736572
51,th,400,0.9933773875236511,-0.006644639186561108,0.0398281030356884
52, century,4289,0.874169111251831,-0.13448143005371094,0.4988700747489929
53,",",11,0.5248371958732605,-0.6446671485900879,1.985884428024292
54, Norman,19636,0.07976534962654114,-2.5286660194396973,2.9257216453552246
55,-,12,0.10601639747619629,-2.244161605834961,3.3724262714385986
56,r,81,0.014376097358763218,-4.242188453674316,2.627469301223755
57,iding,2530,0.07977104932069778,-2.528594732284546,1.2448828220367432
58, Viking,27921,0.01802932471036911,-4.015755653381348,3.369964599609375
59, raids,20371,0.05568942427635193,-2.887964963912964,3.051870346069336
60, raided,31158,0.008905792608857155,-4.721053123474121,3.339421033859253
61, Normandy,43231,0.32815125584602356,-1.1142807006835938,2.5666470527648926
62,.,13,0.10071447491645813,-2.2954657077789307,2.748595952987671
63, ,220,0.03059741109609604,-3.486839771270752,3.1700994968414307
64, These,2312,0.03675258904695511,-3.303546667098999,3.190178871154785
65, raids,20371,0.6869692802429199,-0.3754657208919525,1.228515863418579
66, included,3017,0.07849829643964767,-2.5446784496307373,3.0515642166137695
67, raids,20371,0.2193005383014679,-1.5173121690750122,2.6777138710021973
68, to,284,0.03358031436800957,-3.393815279006958,2.678144693374634
69, the,262,0.3404107689857483,-1.0776022672653198,2.9106478691101074
70, coasts,48598,0.01672210916876793,-4.0910234451293945,3.1193418502807617
71, of,286,0.8698660731315613,-0.13941602408885956,0.5972229242324829
72, France,4881,0.11976663768291473,-2.1222100257873535,2.796003818511963
73,",",11,0.5565150380134583,-0.5860611200332642,1.2005589008331299
74, the,262,0.12404123693704605,-2.087141275405884,3.276256561279297
75, coast,7051,0.01748957298696041,-4.046150207519531,3.604006767272949
76, of,286,1.0,0.0,-0.0
77, Scandinav,29410,0.005799931474030018,-5.149909019470215,3.1044247150421143
78,ia,544,1.0,0.0,-0.0
79,",",11,0.6339910626411438,-0.4557204246520996,0.9380795359611511
