position,token,token_id,probability,log_probability,entropy
0,One,3198,0.007403125520795584,-4.905852794647217,2.9146981239318848
1, of,286,0.5333344340324402,-0.6286066174507141,2.2825069427490234
2, the,262,0.8577487468719482,-0.1534440517425537,0.7711364030838013
3, most,749,0.174725741147995,-1.7445377111434937,3.033008098602295
4, important,1593,0.327559232711792,-1.1160863637924194,2.7252376079559326
5, texts,13399,0.021534767001867294,-3.8380866050720215,3.641430377960205
6, is,318,0.02405398339033127,-3.727454662322998,1.9451611042022705
7, translated,14251,0.006511482410132885,-5.034188270568848,2.666001558303833
8, into,656,0.5290770530700684,-0.6366211771965027,1.4925023317337036
9, Norman,19636,0.11157235503196716,-2.193081855773926,2.227797746658325
10, Arabic,17526,0.005710633471608162,-5.1654253005981445,2.866074800491333
11, with,351,0.011744197458028793,-4.444396018981934,2.434135913848877
12, the,262,0.3017544150352478,-1.1981418132781982,2.7442946434020996
13, emphasis,12476,0.009644820354878902,-4.641334056854248,3.3368186950683594
14, being,852,0.11809045821428299,-2.1363043785095215,1.4453884363174438
15, that,326,0.013761496171355247,-4.2858805656433105,1.508154034614563
16, a,257,0.014497790485620499,-4.233758926391602,2.4577901363372803
17, particular,1948,0.012493224814534187,-4.382568836212158,3.205631732940674
18, element,5002,0.011945548467338085,-4.427396774291992,3.1835107803344727
19, has,468,0.015855852514505386,-4.144216537475586,2.2490129470825195
20, been,587,0.3524428606033325,-1.0428667068481445,2.4222097396850586
21, assimil,36659,0.4298499524593353,-0.8443191051483154,2.6728901863098145
22,ated,515,1.0,0.0,-0.0
23, by,416,0.08857446908950806,-2.4239115715026855,2.708798408508301
24, the,262,0.37067607045173645,-0.9924267530441284,2.461656332015991
25, people,661,0.035672325640916824,-3.3333799839019775,2.843428373336792
26,",",11,0.0675424188375473,-2.6949994564056396,2.629403591156006
27, that,326,0.029660586267709732,-3.5179362297058105,3.3867712020874023
28, they,484,0.05678292736411095,-2.8685195446014404,2.222294330596924
29, are,389,0.1772075742483139,-1.730433464050293,2.7345468997955322
30, subject,2426,0.012012630701065063,-4.421796798706055,3.4732325077056885
31, to,284,0.9412128925323486,-0.06058592349290848,0.3159714937210083
32, local,1957,0.012241950258612633,-4.402886867523193,2.6438376903533936
33, customs,17112,0.2499958872795105,-1.3863108158111572,3.0871307849884033
34, or,393,0.035180702805519104,-3.347257614135742,1.7630705833435059
35, customs,17112,0.16951271891593933,-1.7748273611068726,3.190483570098877
36,.,13,0.05881606787443161,-2.8333401679992676,2.6853325366973877
37, I,314,0.010477321222424507,-4.558542251586914,2.998775005340576
38, don,836,0.02183912694454193,-3.824052095413208,2.917980432510376
39,'t,470,0.6305919289588928,-0.4610963463783264,0.6586399078369141
40, feel,1254,0.0034831317607313395,-5.659823417663574,2.2423782348632812
41, like,588,0.07794246077537537,-2.5517845153808594,2.707913398742676
42, there,612,0.03293498232960701,-3.413219928741455,3.3192667961120605
43, are,389,0.13674835860729218,-1.9896128177642822,1.781337022781372
44, very,845,0.010846057906746864,-4.523953437805176,2.42299485206604
45, many,867,0.6552819609642029,-0.42268967628479004,1.6163227558135986
46, examples,6096,0.14089468121528625,-1.959742546081543,3.41957950592041
47, of,286,0.4904796779155731,-0.7123714089393616,2.1562418937683105
48, these,777,0.03353692963719368,-3.3951079845428467,2.778597354888916
49,.,13,0.08742600679397583,-2.436962604522705,3.38826847076416
50, The,383,0.07686077058315277,-2.5657596588134766,3.0520308017730713
51, main,1388,0.033879827708005905,-3.3849353790283203,3.517169713973999
52, example,1672,0.21417415142059326,-1.5409657955169678,2.9981110095977783
53, is,318,0.38031986355781555,-0.9667426347732544,2.319030284881592
54, probably,2192,0.03234764561057091,-3.4312140941619873,2.4561777114868164
55, from,422,0.1329561173915863,-2.0177361965179443,2.5977861881256104
56, the,262,0.6691943407058716,-0.40168076753616333,1.7759431600570679
57, early,1903,0.053181812167167664,-2.9340388774871826,3.616351366043091
58, times,1661,0.008575457148253918,-4.758851051330566,3.3594586849212646
59, of,286,0.4222756028175354,-0.8620970845222473,2.003227949142456
60, the,262,0.5322954058647156,-0.6305567026138306,2.0048749446868896
61, first,717,0.00831522699445486,-4.789666652679443,2.4230191707611084
62, Norman,19636,0.4538954496383667,-0.7898883819580078,2.482278347015381
63, conquest,29179,0.21888545155525208,-1.5192067623138428,2.7539029121398926
64,",",11,0.24920453131198883,-1.3894813060760498,2.0975654125213623
65, that,326,0.01223398931324482,-4.403537273406982,2.5266952514648438
66, of,286,0.26832717657089233,-1.3155481815338135,2.389101505279541
67, Edward,10443,0.02712899073958397,-3.6071524620056152,2.814685344696045
68, IV,8363,0.08524419367313385,-2.46223521232605,1.8281199932098389
69,.,13,0.18226827681064606,-1.7022756338119507,2.1458046436309814
70, Here,3423,0.008449668064713478,-4.773628234863281,3.15240478515625
71, the,262,0.1535608470439911,-1.8736584186553955,2.6924660205841064
72, main,1388,0.01769949682056904,-4.034219264984131,3.489088296890259
73, focus,2962,0.03589958697557449,-3.3270294666290283,3.482139825820923
74, was,373,0.169062077999115,-1.7774893045425415,1.6493988037109375
75, on,319,0.5801422595977783,-0.5444819331169128,1.9187933206558228
76, culture,3968,0.0075880978256464005,-4.881174564361572,1.8950550556182861
77,.,13,0.15748386085033417,-1.8484323024749756,1.7634119987487793
78, In,554,0.05518133565783501,-2.8971304893493652,3.161831855773926
79, English,3594,0.015005256980657578,-4.199354648590088,2.963818073272705
