position,token,token_id,probability,log_probability,entropy
0,The,464,0.2858458459377289,-1.252302646636963,2.771221399307251
1, Norm,11220,0.5580359697341919,-0.5833318829536438,2.097015619277954
2,ans,504,1.0,0.0,-0.0
3, (,357,0.10426837205886841,-2.26078724861145,2.8383750915527344
4,N,45,0.7442583441734314,-0.2953670620918274,1.364091157913208
5,orman,26183,1.0,0.0,-0.0
6,:,25,0.8955510854721069,-0.11031600832939148,0.5068061947822571
7, Roy,9817,0.003699464024975896,-5.599567413330078,1.7015011310577393
8,d,67,0.1791163980960846,-1.719719409942627,3.381387948989868
9,).,737,0.010678082704544067,-4.539562225341797,3.4359190464019775
10, A,317,0.011399992741644382,-4.474142551422119,2.1008260250091553
11, region,3814,0.010135967284440994,-4.591665267944336,3.561361789703369
12, in,287,0.4016115367412567,-0.9122700095176697,2.3945932388305664
13, Europe,2031,0.008262264542281628,-4.796056747436523,2.0738821029663086
14, with,351,0.04961396008729935,-3.0034830570220947,2.9395577907562256
15, its,663,0.1025947779417038,-2.276968240737915,2.89635968208313
16, numerous,6409,0.008391058072447777,-4.780588626861572,2.4619719982147217
17, kingdoms,41901,0.023019779473543167,-3.7714014053344727,3.6953775882720947
18, or,393,0.0079409284517169,-4.8357253074646,2.1618847846984863
19, kingdoms,41901,0.05209505930542946,-2.9546852111816406,3.449303150177002
20,.,13,0.020487718284130096,-3.887929677963257,2.642652988433838
21, Their,5334,0.049376897513866425,-3.008272647857666,2.9080140590667725
22, territory,7674,0.03956887125968933,-3.22971248626709,3.520817279815674
23, was,373,0.2758898437023163,-1.2877535820007324,2.9288785457611084
24, part,636,0.02689484693109989,-3.6158206462860107,3.5060858726501465
25, of,286,1.0,0.0,-0.0
26, the,262,0.5857448577880859,-0.534870982170105,1.8632609844207764
27, German,2679,0.029387732967734337,-3.5271780490875244,3.603938579559326
28, Empire,8065,0.156331405043602,-1.8557771444320679,1.8681854009628296
29,;,26,0.014192840084433556,-4.2550177574157715,2.356478214263916
30, in,287,0.056508321315050125,-2.8733673095703125,2.9187915325164795
31, the,262,0.2680650055408478,-1.3165258169174194,3.1212000846862793
32, early,1903,0.04791069030761719,-3.038416624069214,3.602430582046509
33, part,636,0.0273931622505188,-3.5974619388580322,3.1573498249053955
34, of,286,1.0,0.0,-0.0
35, the,262,0.8775184750556946,-0.13065727055072784,0.6189563870429993
36, 12,1105,0.07785916328430176,-2.552853584289551,2.4835596084594727
37,th,400,1.0,0.0,-0.0
38, century,4289,0.920759379863739,-0.08255653828382492,0.3083140254020691
39,.,13,0.03982927277684212,-3.2231531143188477,2.308029890060425
40, King,2677,0.021293073892593384,-3.8493733406066895,2.993016481399536
41, Charles,7516,0.7938191294670105,-0.2308996468782425,1.0850820541381836
42,'s,338,0.033121123909950256,-3.4075839519500732,2.1320767402648926
43, grandfather,17695,0.02754898928105831,-3.591789484024048,3.5870556831359863
44, had,550,0.040024347603321075,-3.2182674407958984,2.4567949771881104
45, been,587,0.29710933566093445,-1.2136551141738892,2.9722306728363037
46, the,262,0.1866598129272461,-1.6784675121307373,2.6661391258239746
47, founder,9119,0.0292193740606308,-3.5329232215881348,3.451629400253296
48, of,286,0.9039003849029541,-0.10103611648082733,0.41990479826927185
49, German,2679,0.00810625683516264,-4.81511926651001,2.1085762977600098
50,-,12,0.18623383343219757,-1.6807522773742676,3.181074380874634
51,speaking,25159,0.3480013310909271,-1.055548906326294,2.879288673400879
52, France,4881,0.08089754730463028,-2.5145716667175293,3.545133113861084
53,;,26,0.09446963667869568,-2.3594768047332764,2.1843643188476562
54, he,339,0.11433248966932297,-2.168644428253174,2.8927559852600098
55, held,2714,0.010582328774034977,-4.548569679260254,3.055098056793213
56, a,257,0.12414994090795517,-2.0862653255462646,2.653165340423584
57, position,2292,0.09596607089042664,-2.3437604904174805,3.548699140548706
58, of,286,0.2759765088558197,-1.2874395847320557,2.1379880905151367
59, administrative,11553,0.03030828945338726,-3.4963340759277344,3.532689094543457
60, position,2292,0.04293907806277275,-3.14797306060791,3.0999815464019775
61, in,287,0.30130723118782043,-1.19962477684021,2.7749743461608887
62, the,262,0.4893195629119873,-0.7147395014762878,2.222733497619629
63, Spanish,7897,0.008748828433454037,-4.738835334777832,3.1608307361602783
64,–,1906,0.06860911101102829,-2.6793298721313477,2.1751832962036133
65,Dutch,49717,0.033715248107910156,-3.3898050785064697,2.5653653144836426
66,-,12,0.11094328761100769,-2.1987361907958984,2.9614622592926025
67,German,16010,0.16494585573673248,-1.8021379709243774,2.789748430252075
68, line,1627,0.032233625650405884,-3.4347450733184814,3.3322134017944336
69,;,26,0.07802946120500565,-2.550668716430664,2.4680891036987305
70, he,339,0.1930210143327713,-1.6449562311172485,2.6456027030944824
71, came,1625,0.011246824637055397,-4.487669467926025,3.0122580528259277
72, into,656,0.06612095236778259,-2.7162694931030273,2.095582962036133
73, conflict,5358,0.19398443400859833,-1.6399773359298706,2.6990764141082764
74, with,351,0.8947696089744568,-0.11118901520967484,0.5968488454818726
75, King,2677,0.13323724269866943,-2.0156240463256836,2.460714101791382
76, Otto,30755,0.028747878968715668,-3.5491912364959717,3.0195350646972656
77,;,26,0.017133129760622978,-4.066741466522217,2.617344379425049
78, and,290,0.47023069858551025,-0.7545318603515625,2.0908312797546387
79, later,1568,0.014969142153859138,-4.2017645835876465,2.8918797969818115
