position,token,token_id,probability,log_probability,entropy
0,In,818,0.2302541434764862,-1.468571662902832,2.809824228286743
1, approximately,6702,0.0085799191147089,-4.758330821990967,2.238980531692505
2, 1,352,0.017036734148859978,-4.072383403778076,2.9176769256591797
3,",",11,0.5973876118659973,-0.5151891112327576,1.4100573062896729
4,700,9879,0.04628221318125725,-3.072997570037842,2.099531650543213
5, years,812,0.3237708508968353,-1.1277192831039429,2.4096486568450928
6, since,1201,0.02513093873858452,-3.6836555004119873,2.461116313934326
7, the,262,0.5562688112258911,-0.5865036249160767,1.7786383628845215
8, Norman,19636,0.38128796219825745,-0.9642003774642944,2.7881381511688232
9, Conquest,29221,0.38569003343582153,-0.9527212381362915,1.6700387001037598
10, a,257,0.0057530771009624004,-5.158020496368408,1.487261176109314
11, whole,2187,0.009221337735652924,-4.686234951019287,3.4078829288482666
12, group,1448,0.07221940159797668,-2.6280465126037598,3.1330552101135254
13, of,286,0.8648619055747986,-0.1451854258775711,0.7480253577232361
14, Christian,4302,0.008014106191694736,-4.826551914215088,3.355553150177002
15,",",11,0.05732439085841179,-2.8590290546417236,3.3169469833374023
16, Lutheran,43772,0.0320136584341526,-3.4415926933288574,3.321037769317627
17,",",11,0.469823956489563,-0.7553972005844116,0.8821839094161987
18, Jewish,5582,0.03500349447131157,-3.3523073196411133,3.091618776321411
19, and,290,0.32608792185783386,-1.1205883026123047,0.7824863791465759
20, Christian,4302,0.07624977827072144,-2.5737407207489014,3.331608295440674
21, tribes,15663,0.035819921642541885,-3.3292510509490967,3.349003553390503
22, had,550,0.06989096105098724,-2.6608190536499023,3.3986310958862305
23, come,1282,0.06253358721733093,-2.7720515727996826,3.2947499752044678
24, together,1978,0.35128718614578247,-1.0461511611938477,1.748038649559021
25, around,1088,0.017530085518956184,-4.04383659362793,2.374417543411255
26, the,262,0.5551782846450806,-0.5884659886360168,1.8239187002182007
27, area,1989,0.054189976304769516,-2.91525936126709,3.633744239807129
28, of,286,0.21564656496047974,-1.5341144800186157,2.676795482635498
29, Norman,19636,0.00931953452527523,-4.675642490386963,2.467930555343628
30, land,1956,0.030274566262960434,-3.4974472522735596,3.3559138774871826
31, in,287,0.10166684538125992,-2.2860541343688965,2.5519027709960938
32, Ireland,7517,0.011397138237953186,-4.474392890930176,2.7582969665527344
33, and,290,0.1506132036447525,-1.8930402994155884,1.94278883934021
34, the,262,0.13771088421344757,-1.9825987815856934,3.4773683547973633
35, United,1578,0.03591210022568703,-3.326680898666382,3.567016124725342
36, Kingdom,7526,0.790864109992981,-0.23462912440299988,0.6861295104026794
37, (,357,0.06130253151059151,-2.7919342517852783,1.9273641109466553
38,the,1169,0.1106448620557785,-2.201429605484009,3.418215274810791
39, Norman,19636,0.06521577388048172,-2.7300539016723633,3.485987901687622
40, Conquest,29221,0.1889554262161255,-1.6662441492080688,3.1789309978485107
41,",",11,0.06916295737028122,-2.6712899208068848,2.9646565914154053
42, when,618,0.015989065170288086,-4.135850429534912,3.5381100177764893
43, Norman,19636,0.012439184822142124,-4.386903762817383,2.6501376628875732
44, people,661,0.026771290227770805,-3.620425224304199,2.9842798709869385
45, were,547,0.2953615188598633,-1.219555139541626,3.0459494590759277
46, in,287,0.05832493305206299,-2.8417255878448486,3.5624067783355713
47, power,1176,0.023384826257824898,-3.7556679248809814,3.0698676109313965
48,",",11,0.44376665353775024,-0.8124564290046692,2.03645658493042
49, united,16503,0.0069188703782856464,-4.9735026359558105,2.9426252841949463
50, it,340,0.017740370705723763,-4.031912326812744,2.929821014404297
51, and,290,0.035340599715709686,-3.3427228927612305,2.6719436645507812
52, their,511,0.02078925631940365,-3.873318910598755,3.4782705307006836
53, land,1956,0.05274174362421036,-2.942348003387451,3.2800843715667725
54, name,1438,0.0082429563626647,-4.798396110534668,3.075227975845337
55, was,373,0.3371586501598358,-1.087201714515686,2.7128331661224365
56," """,366,0.08652150630950928,-2.447362184524536,3.310778856277466
57,Dun,30128,0.0066092065535485744,-5.019291877746582,2.992439031600952
58,gan,1030,0.032851655036211014,-3.415753126144409,3.1111040115356445
59,f,69,0.043100032955408096,-3.1442315578460693,3.217048406600952
60,ie,494,0.051669564098119736,-2.962886333465576,3.5355520248413086
61,"""",1,0.1568380892276764,-1.8525413274765015,2.444523811340332
62, by,416,0.006720628123730421,-5.002573490142822,3.0459415912628174
63, Anglo,27525,0.017483144998550415,-4.046517848968506,2.6786420345306396
64, Sax,29242,0.02441292442381382,-3.7126426696777344,0.11474893987178802
65,on,261,0.8984747529029846,-0.10705666989088058,0.32842132449150085
66, standards,5423,0.18639187514781952,-1.6799039840698242,3.3733108043670654
67,).,737,0.569746196269989,-0.5625642538070679,1.7015279531478882
68, Norman,19636,0.02236081287264824,-3.800445318222046,2.956902503967285
69,",",11,0.03614090383052826,-3.3203299045562744,3.1980607509613037
70, Celtic,27986,0.01619199849665165,-4.1232380867004395,3.5272555351257324
71, and,290,0.45755553245544434,-0.7818570137023926,1.3271037340164185
72, Norse,38419,0.06924010813236237,-2.670175075531006,3.2851126194000244
73, and,290,0.009362763725221157,-4.671014785766602,3.3976235389709473
74, other,584,0.04929489642381668,-3.009934663772583,3.467423677444458
75, cultures,13817,0.02737927995622158,-3.597968816757202,3.375793933868408
76, around,1088,0.008012985810637474,-4.826691627502441,3.2306697368621826
77, the,262,0.5804634094238281,-0.5439285039901733,1.6481239795684814
78, area,1989,0.4229452908039093,-0.8605124354362488,2.478658676147461
79, have,423,0.047470081597566605,-3.0476555824279785,3.0447072982788086
