position,token,token_id,probability,log_probability,entropy
0,D,35,0.02841762639582157,-3.5607457160949707,3.1477162837982178
1,ich,488,0.012855750508606434,-4.353963851928711,2.677219867706299
2,tl,28781,0.03349139541387558,-3.3964667320251465,2.828573703765869
3,ö,9101,0.1334608793258667,-2.013946771621704,3.20050311088562
4,s,82,0.07381460815668106,-2.60619854927063,2.7535860538482666
5,ische,46097,0.06217410787940025,-2.7778165340423584,3.1886520385742188
6, N,399,0.04012793302536011,-3.2156825065612793,3.7503342628479004
7,acht,19725,0.11144652217626572,-2.1942105293273926,2.3524274826049805
8,z,89,0.05707046762108803,-2.8634684085845947,3.5142815113067627
9,immer,10957,0.04568653926253319,-3.085951566696167,3.0249924659729004
10,.,13,0.1278739869594574,-2.0567100048065186,3.1960556507110596
11,"
",198,0.3976287245750427,-0.9222365617752075,2.6651530265808105
12,"
",198,0.6630924344062805,-0.41084086894989014,1.6101616621017456
13,I,40,0.028403958305716515,-3.5612268447875977,3.3642611503601074
14, have,423,0.11031967401504517,-2.2043728828430176,3.2821123600006104
15, an,281,0.019538505002856255,-3.935368061065674,3.5407345294952393
16, application,3586,0.013772283680737019,-4.285097122192383,2.8930344581604004
17, for,329,0.43405771255493164,-0.8345777988433838,2.284487724304199
18, the,262,0.16178405284881592,-1.8214929103851318,2.1365694999694824
19, O,440,0.008558752946555614,-4.760800838470459,3.340045213699341
20,V,53,0.017592275515198708,-4.040295600891113,3.63362979888916
21,AD,2885,0.057733554393053055,-2.851916790008545,3.5822935104370117
22,.,13,0.02428445965051651,-3.717918634414673,3.5773861408233643
23, If,1002,0.031052758917212486,-3.4720675945281982,2.7177066802978516
24, I,314,0.16143274307250977,-1.8236666917800903,1.8205257654190063
25, want,765,0.033059362322092056,-3.4094505310058594,3.101665496826172
26, to,284,0.7723444700241089,-0.25832462310791016,1.0759022235870361
27, have,423,0.02799876593053341,-3.575594902038574,3.503608226776123
28, a,257,0.2953515648841858,-1.2195888757705688,2.525984287261963
29, copy,4866,0.043458934873342514,-3.135938882827759,3.6618542671203613
30, of,286,0.5527025461196899,-0.59293532371521,1.805832028388977
31, this,428,0.20769742131233215,-1.5716729164123535,2.3821640014648438
32, in,287,0.009853200055658817,-4.619958877563477,3.1382291316986084
33, Oxford,13643,0.003759966231882572,-5.583345413208008,2.1320371627807617
34,",",11,0.35262224078178406,-1.0423579216003418,2.5109987258911133
35, but,475,0.008095763623714447,-4.8164143562316895,2.281514883041382
36, it,340,0.062010280787944794,-2.7804551124572754,2.8346478939056396
37,'s,338,0.19312863051891327,-1.644398808479309,2.7309536933898926
38, already,1541,0.016379065811634064,-4.111751079559326,3.089165210723877
39, available,1695,0.03323831409215927,-3.4040520191192627,3.223651647567749
40,",",11,0.12407656759023666,-2.0868563652038574,2.695390224456787
41, I,314,0.41227656602859497,-0.886060893535614,2.495654344558716
42,'ll,1183,0.4270072281360626,-0.8509543538093567,2.1325695514678955
43, have,423,0.05149039998650551,-2.966359853744507,3.5193684101104736
44, to,284,0.8061017990112305,-0.21554523706436157,0.8305636644363403
45, leave,2666,0.006895100697875023,-4.9769439697265625,3.4793365001678467
46, and,290,0.02915668487548828,-3.5350711345672607,2.1586995124816895
47, copy,4866,0.009721655398607254,-4.633399486541748,3.616530418395996
48, it,340,0.5230052471160889,-0.6481637954711914,2.0187137126922607
49, in,287,0.1037798821926117,-2.2654831409454346,3.1923744678497314
50, person,1048,0.021961892023682594,-3.818446636199951,2.9323647022247314
51,",",11,0.09710140526294708,-2.3319995403289795,2.107793092727661
52, because,780,0.04195196554064751,-3.1712300777435303,3.239201068878174
53, I,314,0.30638188123703003,-1.1829229593276978,2.509270429611206
54,'m,1101,0.18298332393169403,-1.6983602046966553,2.913074254989624
55, unable,5906,0.01166482549160719,-4.451177597045898,3.2210733890533447
56, to,284,0.9698015451431274,-0.03066382184624672,0.15057936310768127
57, be,307,0.008985155262053013,-4.712181568145752,3.2713334560394287
58, here,994,0.05530686676502228,-2.8948581218719482,3.2412021160125732
59, right,826,0.027304556220769882,-3.6007018089294434,3.122006416320801
60, now,783,1.0,0.0,-0.0
61,",",11,0.09507331997156143,-2.35310697555542,1.7012685537338257
62, I,314,0.046737123280763626,-3.0632164478302,2.755613088607788
63, just,655,0.07166428864002228,-2.6357626914978027,3.051459789276123
64, hope,2911,0.026669906452298164,-3.6242194175720215,2.6219730377197266
65, someone,2130,0.0521455742418766,-2.9537160396575928,2.5798568725585938
66, with,351,0.016877753660082817,-4.081758975982666,2.634007453918457
67, better,1365,0.009990005753934383,-4.606170177459717,2.7454042434692383
68, English,3594,0.08945166319608688,-2.4140567779541016,3.3009257316589355
69, wouldn,3636,0.005493315868079662,-5.204223155975342,2.6966028213500977
70,'t,470,1.0,0.0,-0.0
71, have,423,0.1501760631799698,-1.895946979522705,2.978506326675415
72, had,550,0.008981403894722462,-4.712599277496338,2.2179651260375977
73, an,281,0.024292537942528725,-3.717586040496826,2.1725122928619385
74, issue,2071,0.13651582598686218,-1.9913147687911987,3.21903657913208
75, and,290,0.03745723143219948,-3.284555435180664,2.191699743270874
76, let,1309,0.01963096298277378,-3.930647134780884,3.598320484161377
77, me,502,0.806607186794281,-0.21491849422454834,0.88602614402771
78, know,760,0.6706855893135071,-0.39945483207702637,1.7071110010147095
79, that,326,0.01601390913128853,-4.134297847747803,2.4266011714935303
