position,token,token_id,probability,log_probability,entropy
0,French,24111,0.06923568248748779,-2.670238971710205,2.6371521949768066
1, North,2258,0.018807144835591316,-3.9735183715820312,3.2309165000915527
2, du,7043,0.009691912680864334,-4.636463642120361,2.5751028060913086
3, Mont,5575,0.008598779328167439,-4.756134986877441,2.1478772163391113
4,-,12,0.16124463081359863,-1.8248326778411865,3.0151455402374268
5,R,49,0.01711881160736084,-4.067577362060547,3.250938892364502
6,ic,291,0.21960829198360443,-1.5159097909927368,2.981687545776367
7,hel,2978,0.6302058100700378,-0.46170884370803833,1.5425628423690796
8,bert,4835,0.05513974279165268,-2.8978846073150635,0.8741258382797241
9, (,357,0.2093326300382614,-1.5638307332992554,2.664398193359375
10,the,1169,0.03178618475794792,-3.448723554611206,3.157968521118164
11, French,4141,0.25049689412117004,-1.3843088150024414,2.99345064163208
12, word,1573,0.2512628138065338,-1.381255865097046,2.800344228744507
13, for,329,0.490557461977005,-0.712212860584259,2.1716864109039307
14, North,2258,0.1498403251171112,-1.8981850147247314,2.714256525039673
15, or,393,0.019530070945620537,-3.9357998371124268,2.8009049892425537
16," """,366,0.03404427319765091,-3.3800933361053467,2.5782690048217773
17,the,1169,0.023183567449450493,-3.7643115520477295,2.8580408096313477
18, hill,12788,0.013697524555027485,-4.2905402183532715,2.9955413341522217
19, on,319,0.008706961758434772,-4.7436323165893555,2.2354116439819336
20, the,262,0.7009662389755249,-0.3552955389022827,1.1923269033432007
21, Mont,5575,0.005524618085473776,-5.198541164398193,2.861680030822754
22,"""),",12340,0.08652183413505554,-2.4473586082458496,2.0051491260528564
23, but,475,0.007251120172441006,-4.926599502563477,3.1315383911132812
24, also,635,0.21218159794807434,-1.5503127574920654,3.1707284450531006
25, France,4881,0.0151220066472888,-4.191604137420654,3.2149510383605957
26,-,12,0.06039407476782799,-2.8068642616271973,3.1946403980255127
27,Al,2348,0.015741540119051933,-4.15145206451416,3.1860690116882324
28,g,70,0.09175969660282135,-2.388582229614258,2.1959691047668457
29,iers,3183,0.3961430490016937,-0.9259799122810364,1.29913330078125
30, (,357,0.17000652849674225,-1.7719184160232544,2.106968641281128
31,the,1169,0.33234333992004395,-1.1015866994857788,2.717972755432129
32, place,1295,0.015100203454494476,-4.193047046661377,2.2279703617095947
33, in,287,0.10657346993684769,-2.2389206886291504,2.475857973098755
34, Normandy,43231,0.04332305118441582,-3.139070510864258,2.684967517852783
35, not,407,0.011680648662149906,-4.449821949005127,2.9662363529205322
36, an,281,0.014119000174105167,-4.2602338790893555,3.4897890090942383
37, independent,4795,0.0489237904548645,-3.017491579055786,3.2464523315429688
38, country,1499,0.12427946925163269,-2.0852224826812744,2.8592846393585205
39, (,357,0.004755278117954731,-5.3485002517700195,2.28897762298584
40,although,16670,0.035749003291130066,-3.331232786178589,3.5362794399261475
41, some,617,0.058834258466959,-2.833030939102173,2.866135597229004
42, areas,3006,0.01467764563858509,-4.221429824829102,3.0506958961486816
43, have,423,0.11343199014663696,-2.1765518188476562,2.634451389312744
44, some,617,0.02517332322895527,-3.6819703578948975,3.161512851715088
45, territory,7674,0.010575598105788231,-4.549205780029297,3.2103705406188965
46,),8,0.1741921752691269,-1.7475961446762085,3.015148401260376
47, but,475,0.19490888714790344,-1.6352230310440063,2.941058874130249
48, a,257,0.32693666219711304,-1.1179888248443604,2.699639320373535
49, place,1295,0.06485355645418167,-2.735623598098755,3.4489638805389404
50, with,351,0.1149233877658844,-2.163489580154419,2.6109001636505127
51, important,1593,0.013973124325275421,-4.2706193923950195,2.8047192096710205
52, trading,7313,0.011221825145184994,-4.489894866943359,3.459580421447754
53, and,290,0.12622259557247162,-2.0697083473205566,2.969346046447754
54, government,1230,0.01057394128292799,-4.549362659454346,3.390080451965332
55, ministries,45933,0.01019753236323595,-4.585609436035156,3.309035062789917
56,"),",828,0.08189012855291367,-2.5023767948150635,2.7091524600982666
57, and,290,0.21658065915107727,-1.529792308807373,3.216348648071289
58,",",11,0.016432657837867737,-4.108484745025635,3.257272720336914
59, in,287,0.15946371853351593,-1.835938811302185,3.197213888168335
60, later,1568,0.005542794708162546,-5.195256233215332,2.8298277854919434
61, times,1661,0.23754139244556427,-1.4374133348464966,2.500777006149292
62,",",11,0.865149736404419,-0.1448526829481125,0.6580992937088013
63, an,281,0.010681903921067715,-4.539204120635986,2.86069917678833
64, independent,4795,0.1481698900461197,-1.9093958139419556,2.8580501079559326
65, French,4141,0.224757120013237,-1.4927349090576172,3.049128293991089
66, nation,3277,0.06324288249015808,-2.760772705078125,3.221816062927246
67, (,357,0.16872526705265045,-1.7794835567474365,2.283777952194214
68,which,4758,0.042726945132017136,-3.152925491333008,3.4083433151245117
69, has,468,0.03721446916460991,-3.291057586669922,3.2498905658721924
70, been,587,0.1333334892988205,-2.014901876449585,3.2148118019104004
71, designated,11032,0.01696012355387211,-4.076890468597412,3.427003860473633
72, the,262,0.06028372049331665,-2.8086931705474854,2.162451982498169
73," """,366,0.20317092537879944,-1.5937076807022095,2.6817831993103027
74,French,24111,0.1323179006576538,-2.022547960281372,3.319923162460327
75, nation,3277,0.25087958574295044,-1.382782220840454,2.7913968563079834
76,""").",11074,0.3351563513278961,-1.0931581258773804,2.0564615726470947
77,"
",198,0.49549707770347595,-0.7021937966346741,2.181722402572632
78,"
",198,0.908176064491272,-0.09631701558828354,0.5165729522705078
79,Question,24361,0.2930111885070801,-1.2275445461273193,3.0113627910614014
